id,sex,age,suicides_no,population,suicides/100k pop,country-year,HDI for year, gdp_for_year ($) ,gdp_per_capita ($),generation
15780,male,15-24 years,0,49380,0.0,Maldives2008,,"2,271,646,188",7236,Millenials
15781,male,25-34 years,0,36778,0.0,Maldives2008,,"2,271,646,188",7236,Generation X
15782,male,35-54 years,0,36569,0.0,Maldives2008,,"2,271,646,188",7236,Boomers
15783,male,5-14 years,0,32676,0.0,Maldives2008,,"2,271,646,188",7236,Generation Z
15784,male,55-74 years,0,12185,0.0,Maldives2008,,"2,271,646,188",7236,Silent
15785,male,75+ years,0,2639,0.0,Maldives2008,,"2,271,646,188",7236,Silent
15786,male,15-24 years,1,50279,1.99,Maldives2010,0.683,"2,588,176,055",7806,Millenials
15787,female,15-24 years,0,39026,0.0,Maldives2010,0.683,"2,588,176,055",7806,Millenials
15788,female,25-34 years,0,31331,0.0,Maldives2010,0.683,"2,588,176,055",7806,Generation X
15789,female,35-54 years,0,35077,0.0,Maldives2010,0.683,"2,588,176,055",7806,Generation X
15790,female,5-14 years,0,29203,0.0,Maldives2010,0.683,"2,588,176,055",7806,Generation Z
15791,female,55-74 years,0,12087,0.0,Maldives2010,0.683,"2,588,176,055",7806,Silent
15792,female,75+ years,0,2155,0.0,Maldives2010,0.683,"2,588,176,055",7806,Silent
15793,male,25-34 years,0,44119,0.0,Maldives2010,0.683,"2,588,176,055",7806,Generation X
15794,male,35-54 years,0,41732,0.0,Maldives2010,0.683,"2,588,176,055",7806,Generation X
15795,male,5-14 years,0,30688,0.0,Maldives2010,0.683,"2,588,176,055",7806,Generation Z
15796,male,55-74 years,0,12814,0.0,Maldives2010,0.683,"2,588,176,055",7806,Silent
15797,male,75+ years,0,3048,0.0,Maldives2010,0.683,"2,588,176,055",7806,Silent
15798,male,5-14 years,1,30136,3.32,Maldives2011,0.69,"2,774,351,760",8135,Generation Z
15799,male,25-34 years,1,48207,2.07,Maldives2011,0.69,"2,774,351,760",8135,Millenials
15800,female,15-24 years,0,38483,0.0,Maldives2011,0.69,"2,774,351,760",8135,Millenials
15801,female,25-34 years,0,33114,0.0,Maldives2011,0.69,"2,774,351,760",8135,Millenials
15802,female,35-54 years,0,36341,0.0,Maldives2011,0.69,"2,774,351,760",8135,Generation X
15803,female,5-14 years,0,28689,0.0,Maldives2011,0.69,"2,774,351,760",8135,Generation Z
15804,female,55-74 years,0,12507,0.0,Maldives2011,0.69,"2,774,351,760",8135,Boomers
15805,female,75+ years,0,2370,0.0,Maldives2011,0.69,"2,774,351,760",8135,Silent
15806,male,15-24 years,0,50597,0.0,Maldives2011,0.69,"2,774,351,760",8135,Millenials
15807,male,35-54 years,0,44123,0.0,Maldives2011,0.69,"2,774,351,760",8135,Generation X
15808,male,55-74 years,0,13188,0.0,Maldives2011,0.69,"2,774,351,760",8135,Boomers
15809,male,75+ years,0,3263,0.0,Maldives2011,0.69,"2,774,351,760",8135,Silent
15810,male,55-74 years,1,21600,4.63,Malta1985,0.713,"1,117,835,286",3639,G.I. Generation
15811,male,15-24 years,1,24200,4.13,Malta1985,0.713,"1,117,835,286",3639,Generation X
15812,female,15-24 years,0,23000,0.0,Malta1985,0.713,"1,117,835,286",3639,Generation X
15813,female,25-34 years,0,29600,0.0,Malta1985,0.713,"1,117,835,286",3639,Boomers
15814,female,35-54 years,0,46100,0.0,Malta1985,0.713,"1,117,835,286",3639,Silent
15815,female,5-14 years,0,25900,0.0,Malta1985,0.713,"1,117,835,286",3639,Generation X
15816,female,55-74 years,0,26500,0.0,Malta1985,0.713,"1,117,835,286",3639,G.I. Generation
15817,female,75+ years,0,7300,0.0,Malta1985,0.713,"1,117,835,286",3639,G.I. Generation
15818,male,25-34 years,0,29600,0.0,Malta1985,0.713,"1,117,835,286",3639,Boomers
15819,male,35-54 years,0,40800,0.0,Malta1985,0.713,"1,117,835,286",3639,Silent
15820,male,5-14 years,0,27900,0.0,Malta1985,0.713,"1,117,835,286",3639,Generation X
15821,male,75+ years,0,4700,0.0,Malta1985,0.713,"1,117,835,286",3639,G.I. Generation
15822,female,25-34 years,1,27700,3.61,Malta1986,,"1,435,079,200",4544,Boomers
15823,female,15-24 years,0,24100,0.0,Malta1986,,"1,435,079,200",4544,Generation X
15824,female,35-54 years,0,46100,0.0,Malta1986,,"1,435,079,200",4544,Silent
15825,female,5-14 years,0,26700,0.0,Malta1986,,"1,435,079,200",4544,Generation X
15826,female,55-74 years,0,28200,0.0,Malta1986,,"1,435,079,200",4544,G.I. Generation
15827,female,75+ years,0,7900,0.0,Malta1986,,"1,435,079,200",4544,G.I. Generation
15828,male,15-24 years,0,25600,0.0,Malta1986,,"1,435,079,200",4544,Generation X
15829,male,25-34 years,0,28400,0.0,Malta1986,,"1,435,079,200",4544,Boomers
15830,male,35-54 years,0,43400,0.0,Malta1986,,"1,435,079,200",4544,Silent
15831,male,5-14 years,0,28400,0.0,Malta1986,,"1,435,079,200",4544,Generation X
15832,male,55-74 years,0,24000,0.0,Malta1986,,"1,435,079,200",4544,G.I. Generation
15833,male,75+ years,0,5300,0.0,Malta1986,,"1,435,079,200",4544,G.I. Generation
15834,male,75+ years,1,5300,18.87,Malta1987,,"1,751,247,763",5517,G.I. Generation
15835,female,15-24 years,0,24000,0.0,Malta1987,,"1,751,247,763",5517,Generation X
15836,female,25-34 years,0,27700,0.0,Malta1987,,"1,751,247,763",5517,Boomers
15837,female,35-54 years,0,46400,0.0,Malta1987,,"1,751,247,763",5517,Silent
15838,female,5-14 years,0,26900,0.0,Malta1987,,"1,751,247,763",5517,Generation X
15839,female,55-74 years,0,28600,0.0,Malta1987,,"1,751,247,763",5517,G.I. Generation
15840,female,75+ years,0,8000,0.0,Malta1987,,"1,751,247,763",5517,G.I. Generation
15841,male,15-24 years,0,25500,0.0,Malta1987,,"1,751,247,763",5517,Generation X
15842,male,25-34 years,0,28500,0.0,Malta1987,,"1,751,247,763",5517,Boomers
15843,male,35-54 years,0,43900,0.0,Malta1987,,"1,751,247,763",5517,Silent
15844,male,5-14 years,0,28600,0.0,Malta1987,,"1,751,247,763",5517,Generation X
15845,male,55-74 years,0,24000,0.0,Malta1987,,"1,751,247,763",5517,G.I. Generation
15846,male,25-34 years,3,28700,10.45,Malta1988,,"2,019,474,244",6295,Boomers
15847,male,15-24 years,2,25400,7.87,Malta1988,,"2,019,474,244",6295,Generation X
15848,male,35-54 years,3,44900,6.68,Malta1988,,"2,019,474,244",6295,Silent
15849,female,25-34 years,1,27700,3.61,Malta1988,,"2,019,474,244",6295,Boomers
15850,female,15-24 years,0,24000,0.0,Malta1988,,"2,019,474,244",6295,Generation X
15851,female,35-54 years,0,47200,0.0,Malta1988,,"2,019,474,244",6295,Silent
15852,female,5-14 years,0,27200,0.0,Malta1988,,"2,019,474,244",6295,Generation X
15853,female,55-74 years,0,29000,0.0,Malta1988,,"2,019,474,244",6295,G.I. Generation
15854,female,75+ years,0,8100,0.0,Malta1988,,"2,019,474,244",6295,G.I. Generation
15855,male,5-14 years,0,28900,0.0,Malta1988,,"2,019,474,244",6295,Generation X
15856,male,55-74 years,0,24300,0.0,Malta1988,,"2,019,474,244",6295,G.I. Generation
15857,male,75+ years,0,5400,0.0,Malta1988,,"2,019,474,244",6295,G.I. Generation
15858,male,15-24 years,5,25300,19.76,Malta1989,,"2,118,574,772",6539,Generation X
15859,male,75+ years,1,5600,17.86,Malta1989,,"2,118,574,772",6539,G.I. Generation
15860,male,55-74 years,4,24600,16.26,Malta1989,,"2,118,574,772",6539,G.I. Generation
15861,male,25-34 years,4,28800,13.89,Malta1989,,"2,118,574,772",6539,Boomers
15862,male,35-54 years,4,46100,8.68,Malta1989,,"2,118,574,772",6539,Silent
15863,female,25-34 years,2,27600,7.25,Malta1989,,"2,118,574,772",6539,Boomers
15864,female,35-54 years,3,47900,6.26,Malta1989,,"2,118,574,772",6539,Silent
15865,female,15-24 years,0,24000,0.0,Malta1989,,"2,118,574,772",6539,Generation X
15866,female,5-14 years,0,27300,0.0,Malta1989,,"2,118,574,772",6539,Generation X
15867,female,55-74 years,0,29500,0.0,Malta1989,,"2,118,574,772",6539,G.I. Generation
15868,female,75+ years,0,8300,0.0,Malta1989,,"2,118,574,772",6539,G.I. Generation
15869,male,5-14 years,0,29000,0.0,Malta1989,,"2,118,574,772",6539,Generation X
15870,male,35-54 years,4,47400,8.44,Malta1990,0.729,"2,547,163,582",7780,Silent
15871,male,15-24 years,2,25600,7.81,Malta1990,0.729,"2,547,163,582",7780,Generation X
15872,male,55-74 years,1,25000,4.0,Malta1990,0.729,"2,547,163,582",7780,G.I. Generation
15873,male,25-34 years,1,28600,3.5,Malta1990,0.729,"2,547,163,582",7780,Boomers
15874,female,15-24 years,0,24100,0.0,Malta1990,0.729,"2,547,163,582",7780,Generation X
15875,female,25-34 years,0,27300,0.0,Malta1990,0.729,"2,547,163,582",7780,Boomers
15876,female,35-54 years,0,48900,0.0,Malta1990,0.729,"2,547,163,582",7780,Silent
15877,female,5-14 years,0,27400,0.0,Malta1990,0.729,"2,547,163,582",7780,Generation X
15878,female,55-74 years,0,30200,0.0,Malta1990,0.729,"2,547,163,582",7780,G.I. Generation
15879,female,75+ years,0,8400,0.0,Malta1990,0.729,"2,547,163,582",7780,G.I. Generation
15880,male,5-14 years,0,28900,0.0,Malta1990,0.729,"2,547,163,582",7780,Generation X
15881,male,75+ years,0,5600,0.0,Malta1990,0.729,"2,547,163,582",7780,G.I. Generation
15882,male,15-24 years,3,26100,11.49,Malta1991,,"2,750,041,434",8313,Generation X
15883,male,25-34 years,3,28100,10.68,Malta1991,,"2,750,041,434",8313,Boomers
15884,male,35-54 years,3,48700,6.16,Malta1991,,"2,750,041,434",8313,Boomers
15885,female,35-54 years,1,49800,2.01,Malta1991,,"2,750,041,434",8313,Boomers
15886,female,15-24 years,0,24600,0.0,Malta1991,,"2,750,041,434",8313,Generation X
15887,female,25-34 years,0,26900,0.0,Malta1991,,"2,750,041,434",8313,Boomers
15888,female,5-14 years,0,27300,0.0,Malta1991,,"2,750,041,434",8313,Millenials
15889,female,55-74 years,0,30900,0.0,Malta1991,,"2,750,041,434",8313,Silent
15890,female,75+ years,0,8500,0.0,Malta1991,,"2,750,041,434",8313,G.I. Generation
15891,male,5-14 years,0,28800,0.0,Malta1991,,"2,750,041,434",8313,Millenials
15892,male,55-74 years,0,25500,0.0,Malta1991,,"2,750,041,434",8313,Silent
15893,male,75+ years,0,5600,0.0,Malta1991,,"2,750,041,434",8313,G.I. Generation
15894,male,75+ years,2,5500,36.36,Malta1992,,"3,021,910,217",9040,G.I. Generation
15895,male,25-34 years,4,27700,14.44,Malta1992,,"3,021,910,217",9040,Boomers
15896,male,55-74 years,3,26200,11.45,Malta1992,,"3,021,910,217",9040,Silent
15897,female,55-74 years,3,31600,9.49,Malta1992,,"3,021,910,217",9040,Silent
15898,male,15-24 years,2,26700,7.49,Malta1992,,"3,021,910,217",9040,Generation X
15899,female,35-54 years,3,50800,5.91,Malta1992,,"3,021,910,217",9040,Boomers
15900,male,35-54 years,1,50100,2.0,Malta1992,,"3,021,910,217",9040,Boomers
15901,female,15-24 years,0,25100,0.0,Malta1992,,"3,021,910,217",9040,Generation X
15902,female,25-34 years,0,26500,0.0,Malta1992,,"3,021,910,217",9040,Boomers
15903,female,5-14 years,0,27100,0.0,Malta1992,,"3,021,910,217",9040,Millenials
15904,female,75+ years,0,8400,0.0,Malta1992,,"3,021,910,217",9040,G.I. Generation
15905,male,5-14 years,0,28600,0.0,Malta1992,,"3,021,910,217",9040,Millenials
15906,male,25-34 years,4,27200,14.71,Malta1993,,"2,709,178,327",8022,Boomers
15907,female,35-54 years,4,51700,7.74,Malta1993,,"2,709,178,327",8022,Boomers
15908,male,55-74 years,2,26700,7.49,Malta1993,,"2,709,178,327",8022,Silent
15909,female,55-74 years,2,32300,6.19,Malta1993,,"2,709,178,327",8022,Silent
15910,male,35-54 years,2,51300,3.9,Malta1993,,"2,709,178,327",8022,Boomers
15911,female,25-34 years,1,26000,3.85,Malta1993,,"2,709,178,327",8022,Boomers
15912,male,15-24 years,1,27300,3.66,Malta1993,,"2,709,178,327",8022,Generation X
15913,female,15-24 years,0,25500,0.0,Malta1993,,"2,709,178,327",8022,Generation X
15914,female,5-14 years,0,27100,0.0,Malta1993,,"2,709,178,327",8022,Millenials
15915,female,75+ years,0,8500,0.0,Malta1993,,"2,709,178,327",8022,G.I. Generation
15916,male,5-14 years,0,28500,0.0,Malta1993,,"2,709,178,327",8022,Millenials
15917,male,75+ years,0,5600,0.0,Malta1993,,"2,709,178,327",8022,G.I. Generation
15918,male,75+ years,1,5600,17.86,Malta1994,,"2,998,570,147",8775,G.I. Generation
15919,female,75+ years,1,8600,11.63,Malta1994,,"2,998,570,147",8775,G.I. Generation
15920,male,25-34 years,3,26900,11.15,Malta1994,,"2,998,570,147",8775,Boomers
15921,male,15-24 years,3,27900,10.75,Malta1994,,"2,998,570,147",8775,Generation X
15922,male,35-54 years,5,52500,9.52,Malta1994,,"2,998,570,147",8775,Boomers
15923,female,35-54 years,2,52900,3.78,Malta1994,,"2,998,570,147",8775,Boomers
15924,female,15-24 years,0,26100,0.0,Malta1994,,"2,998,570,147",8775,Generation X
15925,female,25-34 years,0,25500,0.0,Malta1994,,"2,998,570,147",8775,Boomers
15926,female,5-14 years,0,27000,0.0,Malta1994,,"2,998,570,147",8775,Millenials
15927,female,55-74 years,0,33100,0.0,Malta1994,,"2,998,570,147",8775,Silent
15928,male,5-14 years,0,28300,0.0,Malta1994,,"2,998,570,147",8775,Millenials
15929,male,55-74 years,0,27300,0.0,Malta1994,,"2,998,570,147",8775,Silent
15930,male,15-24 years,4,28300,14.13,Malta1995,0.741,"3,439,931,907",9974,Generation X
15931,male,35-54 years,4,53800,7.43,Malta1995,0.741,"3,439,931,907",9974,Boomers
15932,female,35-54 years,4,53900,7.42,Malta1995,0.741,"3,439,931,907",9974,Boomers
15933,male,55-74 years,2,27600,7.25,Malta1995,0.741,"3,439,931,907",9974,Silent
15934,female,25-34 years,1,24900,4.02,Malta1995,0.741,"3,439,931,907",9974,Generation X
15935,male,25-34 years,1,26500,3.77,Malta1995,0.741,"3,439,931,907",9974,Generation X
15936,female,55-74 years,1,33300,3.0,Malta1995,0.741,"3,439,931,907",9974,Silent
15937,female,15-24 years,0,26600,0.0,Malta1995,0.741,"3,439,931,907",9974,Generation X
15938,female,5-14 years,0,26900,0.0,Malta1995,0.741,"3,439,931,907",9974,Millenials
15939,female,75+ years,0,9000,0.0,Malta1995,0.741,"3,439,931,907",9974,G.I. Generation
15940,male,5-14 years,0,28200,0.0,Malta1995,0.741,"3,439,931,907",9974,Millenials
15941,male,75+ years,0,5900,0.0,Malta1995,0.741,"3,439,931,907",9974,G.I. Generation
15942,male,75+ years,1,6400,15.63,Malta1996,,"3,570,271,558",10254,G.I. Generation
15943,male,25-34 years,3,25500,11.76,Malta1996,,"3,570,271,558",10254,Generation X
15944,male,15-24 years,3,28700,10.45,Malta1996,,"3,570,271,558",10254,Generation X
15945,female,25-34 years,1,24000,4.17,Malta1996,,"3,570,271,558",10254,Generation X
15946,male,55-74 years,1,27700,3.61,Malta1996,,"3,570,271,558",10254,Silent
15947,male,35-54 years,1,55200,1.81,Malta1996,,"3,570,271,558",10254,Boomers
15948,female,15-24 years,0,26900,0.0,Malta1996,,"3,570,271,558",10254,Generation X
15949,female,35-54 years,0,55000,0.0,Malta1996,,"3,570,271,558",10254,Boomers
15950,female,5-14 years,0,27100,0.0,Malta1996,,"3,570,271,558",10254,Millenials
15951,female,55-74 years,0,33400,0.0,Malta1996,,"3,570,271,558",10254,Silent
15952,female,75+ years,0,9700,0.0,Malta1996,,"3,570,271,558",10254,G.I. Generation
15953,male,5-14 years,0,28600,0.0,Malta1996,,"3,570,271,558",10254,Millenials
15954,male,75+ years,2,6700,29.85,Malta1997,,"3,705,372,039",10575,G.I. Generation
15955,male,15-24 years,3,29000,10.34,Malta1997,,"3,705,372,039",10575,Generation X
15956,female,25-34 years,2,23300,8.58,Malta1997,,"3,705,372,039",10575,Generation X
15957,male,25-34 years,2,24500,8.16,Malta1997,,"3,705,372,039",10575,Generation X
15958,male,35-54 years,4,56400,7.09,Malta1997,,"3,705,372,039",10575,Boomers
15959,female,15-24 years,1,27300,3.66,Malta1997,,"3,705,372,039",10575,Generation X
15960,female,55-74 years,1,33300,3.0,Malta1997,,"3,705,372,039",10575,Silent
15961,female,35-54 years,0,56100,0.0,Malta1997,,"3,705,372,039",10575,Boomers
15962,female,5-14 years,0,27100,0.0,Malta1997,,"3,705,372,039",10575,Millenials
15963,female,75+ years,0,10300,0.0,Malta1997,,"3,705,372,039",10575,G.I. Generation
15964,male,5-14 years,0,28800,0.0,Malta1997,,"3,705,372,039",10575,Millenials
15965,male,55-74 years,0,27600,0.0,Malta1997,,"3,705,372,039",10575,Silent
15966,male,55-74 years,4,27900,14.34,Malta1998,,"3,923,637,971",11103,Silent
15967,male,35-54 years,6,57500,10.43,Malta1998,,"3,923,637,971",11103,Boomers
15968,male,25-34 years,1,24400,4.1,Malta1998,,"3,923,637,971",11103,Generation X
15969,female,35-54 years,1,56900,1.76,Malta1998,,"3,923,637,971",11103,Boomers
15970,female,15-24 years,0,27600,0.0,Malta1998,,"3,923,637,971",11103,Generation X
15971,female,25-34 years,0,23200,0.0,Malta1998,,"3,923,637,971",11103,Generation X
15972,female,5-14 years,0,26900,0.0,Malta1998,,"3,923,637,971",11103,Millenials
15973,female,55-74 years,0,33400,0.0,Malta1998,,"3,923,637,971",11103,Silent
15974,female,75+ years,0,10700,0.0,Malta1998,,"3,923,637,971",11103,G.I. Generation
15975,male,15-24 years,0,29500,0.0,Malta1998,,"3,923,637,971",11103,Generation X
15976,male,5-14 years,0,28500,0.0,Malta1998,,"3,923,637,971",11103,Millenials
15977,male,75+ years,0,6900,0.0,Malta1998,,"3,923,637,971",11103,G.I. Generation
15978,male,25-34 years,6,24500,24.49,Malta1999,,"4,127,313,818",11607,Generation X
15979,male,35-54 years,11,57600,19.1,Malta1999,,"4,127,313,818",11607,Boomers
15980,male,75+ years,1,7100,14.08,Malta1999,,"4,127,313,818",11607,G.I. Generation
15981,male,55-74 years,3,28900,10.38,Malta1999,,"4,127,313,818",11607,Silent
15982,female,75+ years,1,10900,9.17,Malta1999,,"4,127,313,818",11607,G.I. Generation
15983,female,55-74 years,2,34300,5.83,Malta1999,,"4,127,313,818",11607,Silent
15984,female,15-24 years,1,27900,3.58,Malta1999,,"4,127,313,818",11607,Generation X
15985,male,15-24 years,1,29700,3.37,Malta1999,,"4,127,313,818",11607,Generation X
15986,female,35-54 years,1,56800,1.76,Malta1999,,"4,127,313,818",11607,Boomers
15987,female,25-34 years,0,23300,0.0,Malta1999,,"4,127,313,818",11607,Generation X
15988,female,5-14 years,0,26500,0.0,Malta1999,,"4,127,313,818",11607,Millenials
15989,male,5-14 years,0,28100,0.0,Malta1999,,"4,127,313,818",11607,Millenials
15990,male,75+ years,2,7490,26.7,Malta2000,0.766,"4,306,192,436",11873,G.I. Generation
15991,male,35-54 years,10,57860,17.28,Malta2000,0.766,"4,306,192,436",11873,Boomers
15992,female,25-34 years,2,24143,8.28,Malta2000,0.766,"4,306,192,436",11873,Generation X
15993,male,25-34 years,2,25318,7.9,Malta2000,0.766,"4,306,192,436",11873,Generation X
15994,male,55-74 years,2,30530,6.55,Malta2000,0.766,"4,306,192,436",11873,Silent
15995,female,35-54 years,3,57250,5.24,Malta2000,0.766,"4,306,192,436",11873,Boomers
15996,male,15-24 years,1,30093,3.32,Malta2000,0.766,"4,306,192,436",11873,Generation X
15997,female,55-74 years,1,35917,2.78,Malta2000,0.766,"4,306,192,436",11873,Silent
15998,female,15-24 years,0,28328,0.0,Malta2000,0.766,"4,306,192,436",11873,Generation X
15999,female,5-14 years,0,26312,0.0,Malta2000,0.766,"4,306,192,436",11873,Millenials
16000,female,75+ years,0,11486,0.0,Malta2000,0.766,"4,306,192,436",11873,G.I. Generation
16001,male,5-14 years,0,27949,0.0,Malta2000,0.766,"4,306,192,436",11873,Millenials
16002,male,55-74 years,7,32328,21.65,Malta2001,,"4,331,870,648",11691,Silent
16003,male,35-54 years,9,58158,15.48,Malta2001,,"4,331,870,648",11691,Boomers
16004,male,15-24 years,4,30318,13.19,Malta2001,,"4,331,870,648",11691,Millenials
16005,male,25-34 years,3,26449,11.34,Malta2001,,"4,331,870,648",11691,Generation X
16006,female,75+ years,1,12003,8.33,Malta2001,,"4,331,870,648",11691,Silent
16007,female,35-54 years,3,57647,5.2,Malta2001,,"4,331,870,648",11691,Boomers
16008,female,25-34 years,1,25332,3.95,Malta2001,,"4,331,870,648",11691,Generation X
16009,female,15-24 years,1,28539,3.5,Malta2001,,"4,331,870,648",11691,Millenials
16010,female,55-74 years,1,37731,2.65,Malta2001,,"4,331,870,648",11691,Silent
16011,female,5-14 years,0,26275,0.0,Malta2001,,"4,331,870,648",11691,Millenials
16012,male,5-14 years,0,27860,0.0,Malta2001,,"4,331,870,648",11691,Millenials
16013,male,75+ years,0,7901,0.0,Malta2001,,"4,331,870,648",11691,Silent
16014,male,25-34 years,3,27382,10.96,Malta2002,,"4,689,832,690",12524,Generation X
16015,male,55-74 years,3,33995,8.82,Malta2002,,"4,689,832,690",12524,Silent
16016,male,35-54 years,5,57735,8.66,Malta2002,,"4,689,832,690",12524,Boomers
16017,female,75+ years,1,12453,8.03,Malta2002,,"4,689,832,690",12524,Silent
16018,female,25-34 years,2,26071,7.67,Malta2002,,"4,689,832,690",12524,Generation X
16019,female,55-74 years,3,39275,7.64,Malta2002,,"4,689,832,690",12524,Silent
16020,female,35-54 years,2,57093,3.5,Malta2002,,"4,689,832,690",12524,Boomers
16021,female,15-24 years,0,28419,0.0,Malta2002,,"4,689,832,690",12524,Millenials
16022,female,5-14 years,0,26052,0.0,Malta2002,,"4,689,832,690",12524,Millenials
16023,male,15-24 years,0,30264,0.0,Malta2002,,"4,689,832,690",12524,Millenials
16024,male,5-14 years,0,27603,0.0,Malta2002,,"4,689,832,690",12524,Millenials
16025,male,75+ years,0,8114,0.0,Malta2002,,"4,689,832,690",12524,Silent
16026,male,75+ years,2,8244,24.26,Malta2003,,"5,456,583,589",14444,Silent
16027,male,25-34 years,6,28256,21.23,Malta2003,,"5,456,583,589",14444,Generation X
16028,male,55-74 years,4,35758,11.19,Malta2003,,"5,456,583,589",14444,Silent
16029,male,35-54 years,4,57171,7.0,Malta2003,,"5,456,583,589",14444,Boomers
16030,female,25-34 years,1,26726,3.74,Malta2003,,"5,456,583,589",14444,Generation X
16031,male,15-24 years,1,30207,3.31,Malta2003,,"5,456,583,589",14444,Millenials
16032,female,55-74 years,1,40926,2.44,Malta2003,,"5,456,583,589",14444,Silent
16033,female,35-54 years,1,56431,1.77,Malta2003,,"5,456,583,589",14444,Boomers
16034,female,15-24 years,0,28425,0.0,Malta2003,,"5,456,583,589",14444,Millenials
16035,female,5-14 years,0,25606,0.0,Malta2003,,"5,456,583,589",14444,Millenials
16036,female,75+ years,0,12812,0.0,Malta2003,,"5,456,583,589",14444,Silent
16037,male,5-14 years,0,27223,0.0,Malta2003,,"5,456,583,589",14444,Millenials
16038,male,75+ years,2,8419,23.76,Malta2004,,"6,062,780,269",15916,Silent
16039,female,75+ years,2,13109,15.26,Malta2004,,"6,062,780,269",15916,Silent
16040,male,55-74 years,4,37496,10.67,Malta2004,,"6,062,780,269",15916,Silent
16041,male,35-54 years,6,56670,10.59,Malta2004,,"6,062,780,269",15916,Boomers
16042,female,35-54 years,4,55890,7.16,Malta2004,,"6,062,780,269",15916,Boomers
16043,female,15-24 years,2,28457,7.03,Malta2004,,"6,062,780,269",15916,Millenials
16044,male,15-24 years,2,30133,6.64,Malta2004,,"6,062,780,269",15916,Millenials
16045,female,55-74 years,2,42492,4.71,Malta2004,,"6,062,780,269",15916,Silent
16046,female,25-34 years,0,27498,0.0,Malta2004,,"6,062,780,269",15916,Generation X
16047,female,5-14 years,0,25007,0.0,Malta2004,,"6,062,780,269",15916,Millenials
16048,male,25-34 years,0,29132,0.0,Malta2004,,"6,062,780,269",15916,Generation X
16049,male,5-14 years,0,26615,0.0,Malta2004,,"6,062,780,269",15916,Millenials
16050,male,75+ years,3,8723,34.39,Malta2005,0.802,"6,394,851,387",16648,Silent
16051,male,35-54 years,8,56364,14.19,Malta2005,0.802,"6,394,851,387",16648,Boomers
16052,male,55-74 years,4,39592,10.1,Malta2005,0.802,"6,394,851,387",16648,Silent
16053,female,35-54 years,2,55449,3.61,Malta2005,0.802,"6,394,851,387",16648,Boomers
16054,male,25-34 years,1,29584,3.38,Malta2005,0.802,"6,394,851,387",16648,Generation X
16055,female,55-74 years,1,44074,2.27,Malta2005,0.802,"6,394,851,387",16648,Silent
16056,female,15-24 years,0,28404,0.0,Malta2005,0.802,"6,394,851,387",16648,Millenials
16057,female,25-34 years,0,27895,0.0,Malta2005,0.802,"6,394,851,387",16648,Generation X
16058,female,5-14 years,0,24481,0.0,Malta2005,0.802,"6,394,851,387",16648,Millenials
16059,female,75+ years,0,13684,0.0,Malta2005,0.802,"6,394,851,387",16648,Silent
16060,male,15-24 years,0,29930,0.0,Malta2005,0.802,"6,394,851,387",16648,Millenials
16061,male,5-14 years,0,25931,0.0,Malta2005,0.802,"6,394,851,387",16648,Millenials
16062,male,75+ years,3,9015,33.28,Malta2006,,"6,757,119,558",17504,Silent
16063,male,35-54 years,8,56268,14.22,Malta2006,,"6,757,119,558",17504,Boomers
16064,male,15-24 years,3,29634,10.12,Malta2006,,"6,757,119,558",17504,Millenials
16065,male,25-34 years,3,29744,10.09,Malta2006,,"6,757,119,558",17504,Generation X
16066,male,55-74 years,4,41468,9.65,Malta2006,,"6,757,119,558",17504,Silent
16067,female,35-54 years,3,55069,5.45,Malta2006,,"6,757,119,558",17504,Boomers
16068,female,55-74 years,2,45421,4.4,Malta2006,,"6,757,119,558",17504,Silent
16069,female,15-24 years,0,28188,0.0,Malta2006,,"6,757,119,558",17504,Millenials
16070,female,25-34 years,0,27929,0.0,Malta2006,,"6,757,119,558",17504,Generation X
16071,female,5-14 years,0,23826,0.0,Malta2006,,"6,757,119,558",17504,Millenials
16072,female,75+ years,0,14319,0.0,Malta2006,,"6,757,119,558",17504,Silent
16073,male,5-14 years,0,25157,0.0,Malta2006,,"6,757,119,558",17504,Millenials
16074,male,35-54 years,12,56285,21.32,Malta2007,,"7,880,509,171",20333,Boomers
16075,male,25-34 years,5,30315,16.49,Malta2007,,"7,880,509,171",20333,Generation X
16076,male,55-74 years,5,42777,11.69,Malta2007,,"7,880,509,171",20333,Silent
16077,male,75+ years,1,9256,10.8,Malta2007,,"7,880,509,171",20333,Silent
16078,male,15-24 years,2,29328,6.82,Malta2007,,"7,880,509,171",20333,Millenials
16079,female,75+ years,1,14886,6.72,Malta2007,,"7,880,509,171",20333,Silent
16080,female,15-24 years,0,27895,0.0,Malta2007,,"7,880,509,171",20333,Millenials
16081,female,25-34 years,0,28335,0.0,Malta2007,,"7,880,509,171",20333,Generation X
16082,female,35-54 years,0,54855,0.0,Malta2007,,"7,880,509,171",20333,Boomers
16083,female,5-14 years,0,22938,0.0,Malta2007,,"7,880,509,171",20333,Generation Z
16084,female,55-74 years,0,46412,0.0,Malta2007,,"7,880,509,171",20333,Silent
16085,male,5-14 years,0,24299,0.0,Malta2007,,"7,880,509,171",20333,Generation Z
16086,male,75+ years,1,9566,10.45,Malta2008,,"8,977,149,553",23007,Silent
16087,male,55-74 years,4,44053,9.08,Malta2008,,"8,977,149,553",23007,Silent
16088,male,35-54 years,5,56340,8.87,Malta2008,,"8,977,149,553",23007,Boomers
16089,female,35-54 years,2,54846,3.65,Malta2008,,"8,977,149,553",23007,Boomers
